Obs.	statenum	casenum	accdate	acctime	speeding	alcres	drugres1	
25068	47	217	04042015	2045	1	201	1	
25069	13	1073	10292015	0624	0	996	0	
25070	31	93	06062015	2320	1	996	0	
25071	48	1021	05152015	0055	0	170	1	
25072	4	261	04152015	2014	1	0	1	
25073	13	1118	11072015	0444	1	40	0	
25074	28	346	08022015	2014	0	996	0	
25075	6	903	04122015	2137	0	996	0	
25076	48	2964	12112015	1850	0	30	0	
25077	48	3049	12152015	1048	0	996	0	
25078	36	553	07192015	0204	0	200	1	
25079	1	702	12172015	2153	0	996	0	
25080	35	187	10072015	2300	0	0	1	
25081	55	447	10122015	2105	0	996	0	
25082	13	412	04282015	1747	0	0	1	
25083	39	443	07042015	1640	0	996	0	
25084	39	618	08192015	0518	0	0	0	
25085	42	574	08302015	0327	1	208	603	
25086	47	910	08122015	1504	0	0	1	
25087	55	240	07182015	2240	0	0	1	
25088	22	418	08112015	0648	0	996	0	
25089	36	219	05032015	2222	0	0	1	
25090	37	921	09262015	2312	0	140	0	
25091	5	148	05022015	1615	0	197	1	
25092	12	2650	12162015	2316	0	996	0	
25093	18	141	03232015	2125	0	0	1	
25094	24	203	06202015	1432	0	995	95	
25095	36	1049	11122015	0847	0	0	1	
25096	1	95	03022015	0807	0	0	0	
25097	12	2243	11182015	2246	0	90	1	
25098	12	2681	11042015	1346	1	995	95	
25099	26	43	02082015	0005	0	996	0	
25100	42	449	06222015	2205	0	996	0	
25101	6	58	01082015	1759	0	996	0	
25102	36	433	07102015	0148	1	995	95	
25103	48	136	01202015	1836	0	996	0	
25104	29	489	08172015	2206	1	122	1	
25105	36	538	08152015	1354	0	996	0	
25106	48	2431	10132015	0431	0	0	1	
25107	48	2449	10222015	1540	1	0	401	
25108	51	386	08102015	0131	0	0	321	
25109	51	699	12282015	1645	1	996	0	
25110	12	2266	11222015	0441	1	128	695	
25111	26	331	06282015	0452	0	0	1	
25112	42	320	05032015	1705	0	133	998	
25113	48	2433	10152015	0015	0	210	1	
25114	48	866	04262015	1640	0	0	1	
25115	6	2110	11052015	2245	0	996	0	
25116	28	67	02202015	1337	1	996	0	
25117	37	1200	12162015	1552	1	996	0	
25118	46	10	03102015	0728	0	996	0	
25119	12	841	05072015	0154	0	260	1	
25120	48	2093	05042015	2126	0	301	1	
25121	1	456	08222015	0935	0	253	600	
25122	1	550	09262015	0442	0	996	0	
25123	6	1260	06242015	1307	0	999	999	
25124	18	726	11242015	2239	1	0	998	
25125	45	897	12252015	1820	1	996	0	
25126	6	1553	08242015	2015	0	.	.	
25127	8	167	05112015	0602	1	0	1	
25128	9	201	05042015	0745	0	0	996	
25129	13	1032	10192015	0615	0	996	0	
25130	30	7	02132015	1724	0	269	998	
25131	45	689	10212015	1543	0	997	997	
25132	1	32	01252015	0620	1	217	1	
25133	6	1763	10172015	0230	1	.	.	
25134	27	297	10152015	1847	0	996	0	
25135	48	296	02082015	1630	1	0	1	
25136	6	233	02122015	2000	0	0	603	
25137	26	911	01092015	0915	1	996	0	
25138	54	6	01082015	1730	0	996	0	
25139	6	991	05062015	2130	0	.	.	
25140	6	86	01202015	0540	0	996	0	
25141	25	139	07312015	0002	0	995	95	
25142	37	527	06102015	2155	1	996	0	
25143	39	897	10172015	1007	1	996	0	
25144	22	64	02152015	1455	1	0	997	
25145	17	320	05052015	1055	1	0	1	
25146	29	630	09132015	0132	0	996	0	
25147	30	3	01122015	0727	1	0	1	
25148	37	1197	12212015	1106	0	0	0	
25149	35	145	08072015	2239	0	220	1	
25150	41	331	11222015	0030	0	231	1	
25151	18	79	02122015	1212	1	.	998	
25152	37	546	06072015	0257	0	996	0	
25153	41	329	11072015	1401	0	996	0	
25154	47	202	04142015	1535	0	996	0	
25155	51	491	09212015	0720	0	0	151	
25156	13	252	03172015	1055	0	0	996	
25157	35	86	05292015	2035	0	996	0	
25158	41	35	02182015	0754	0	0	0	
25159	40	357	08302015	0242	0	240	1	
25160	13	763	08082015	0748	0	996	0	
25161	42	190	02112015	1800	0	0	304	
25162	8	199	06122015	0815	0	0	1	
25163	8	475	11262015	1606	0	996	0	
25164	13	369	04152015	0447	0	996	0	
25165	29	654	11032015	2120	1	998	0	
25166	32	293	12262015	2321	1	210	600	
25167	42	450	06242015	1937	1	0	1	
25168	51	558	10292015	1435	0	996	0	
25169	20	208	09042015	2024	0	996	0	
25170	26	203	01252015	0005	0	150	0	
25171	22	51	02032015	2050	0	0	997	
25172	48	1180	05252015	1652	1	996	0	
25173	1	677	12152015	1458	0	0	1	
25174	39	364	06102015	1637	0	996	0	
25175	9	194	10082015	0826	0	999	999	
25176	45	113	02022015	0715	0	996	1	
25177	26	70	02132015	0528	0	996	0	
25178	36	527	04012015	0650	0	0	348	
25179	40	203	06152015	1155	0	0	0	
25180	48	1518	07082015	0845	0	996	0	
25181	13	814	08232015	1855	0	996	0	
25182	21	569	11042015	0810	0	.	.	
25183	36	293	05232015	1742	1	996	0	
25184	47	822	12112015	2345	0	0	0	
25185	12	2753	11222015	2130	0	995	95	
25186	21	24	01152015	1700	0	996	0	
25187	40	485	11052015	0415	0	996	0	
25188	45	467	06142015	2330	1	0	1	
25189	12	157	01302015	1457	0	996	0	
25190	22	495	10022015	1228	0	.	.	
25191	12	1746	09142015	0537	0	0	998	
25192	9	137	01152015	2349	1	127	401	
25193	22	517	10172015	0206	0	240	0	
25194	48	1388	06202015	2025	1	996	0	
25195	48	1475	07022015	1250	0	0	401	
25196	53	501	12182015	1117	0	996	0	
25197	1	636	11152015	1003	0	0	1	
25198	29	581	10052015	1340	0	0	996	
25199	42	206	04292015	0407	0	134	605	
25200	1	634	11142015	1830	0	0	1	
25201	30	66	07132015	1515	0	996	0	
25202	45	428	06062015	0540	0	0	1	
25203	47	543	08202015	1730	1	216	996	
25204	18	89	02272015	2326	0	996	0	
25205	28	95	02282015	2000	0	0	1	
25206	45	193	04072015	2330	1	996	0	
25207	45	659	10112015	0140	1	996	0	
25208	6	2126	07102015	1933	0	0	1	
25209	6	1880	09062015	0308	1	998	1	
25210	6	2203	08222015	1806	0	210	1	
25211	36	223	05052015	0445	0	0	402	
25212	36	1008	11072015	2020	1	995	95	
25213	13	601	06212015	0622	1	222	603	
25214	54	123	07222015	1845	0	20	1	
25215	47	849	12032015	1543	0	996	0	
25216	13	157	02172015	2332	0	113	1	
25217	24	274	09202015	0500	1	995	0	
25218	42	872	10062015	1827	1	15	1	
25219	55	414	09152015	0658	0	0	423	
25220	42	135	03272015	2240	0	307	998	
25221	4	673	11032015	1050	1	161	605	
25222	17	466	08022015	0000	0	996	999	
25223	37	813	08232015	1911	1	140	0	
25224	6	432	02232015	0711	0	996	0	
25225	13	1184	11262015	2258	0	996	0	
25226	19	99	06072015	1404	0	0	996	
25227	21	489	10012015	1150	0	996	0	
25228	39	593	08152015	1621	0	0	0	
25229	12	2494	12022015	2109	0	293	0	
25230	37	833	09232015	1744	0	996	0	
25231	37	1024	10252015	1638	1	200	0	
25232	39	735	09222015	1506	0	0	304	
25233	18	53	01272015	2035	1	80	304	
25234	50	33	09072015	1715	0	996	0	
25235	36	176	01052015	2235	0	996	0	
25236	12	1205	06232015	0230	1	0	1	
25237	26	281	06102015	1327	0	0	1	
25238	47	383	06242015	1812	1	0	1	
25239	17	422	07202015	1533	1	15	600	
25240	26	552	08182015	1754	0	0	177	
25241	37	676	06062015	1648	1	996	0	
25242	6	2845	02062015	1953	1	996	0	
25243	29	672	11102015	0950	0	0	0	
25244	40	462	10292015	2013	1	320	1	
25245	46	13	03222015	0708	0	244	1	
25246	48	1298	06182015	0839	0	996	0	
25247	4	124	02232015	0955	0	996	.	
25248	12	581	03152015	1801	0	996	0	
25249	37	1265	12212015	1333	1	.	0	
25250	45	36	01202015	1636	1	153	1	
25251	48	2680	11152015	1815	0	996	0	
25252	45	855	12092015	0855	0	996	0	
25253	48	2372	10082015	1634	0	996	0	
25254	51	216	03292015	1753	1	996	0	
25255	36	337	05132015	1941	0	995	95	
25256	37	753	08012015	1104	0	.	0	
25257	40	259	07042015	2010	0	0	1	
25258	21	226	05282015	1726	0	0	605	
25259	29	626	10242015	1930	0	0	300	
25260	51	130	04032015	2030	1	996	0	
25261	53	134	03112015	1516	0	996	0	
25262	6	1326	08072015	0130	1	.	.	
25263	9	138	10162015	1152	0	996	0	
25264	12	1749	09132015	2214	0	995	95	
25265	35	240	11292015	0031	1	170	1	
25266	13	865	09072015	1725	0	0	1	
25267	6	854	04122015	1355	0	250	1	
25268	21	436	07312015	2338	0	996	0	
25269	25	8	01182015	0129	0	0	1	
25270	40	324	05092015	0117	0	280	0	
25271	8	85	03212015	1708	0	13	1	
25272	13	592	06192015	0335	0	0	401	
25273	29	477	07232015	1119	0	0	0	
25274	37	1009	10272015	1447	1	996	0	
25275	13	482	05212015	0507	0	0	1	
25276	48	1031	05172015	0216	0	168	300	
25277	1	666	12072015	0545	1	0	1	
25278	48	2846	11212015	0741	0	154	0	
25279	1	607	11102015	1930	1	0	1	
25280	12	1009	05212015	1618	0	996	0	
25281	24	442	12122015	1854	0	996	0	
25282	49	140	06272015	1833	1	0	189	
25283	39	245	05122015	2228	0	0	304	
25284	6	258	02032015	2218	0	996	0	
25285	6	848	04122015	0357	1	0	1	
25286	6	860	04202015	0205	0	144	0	
25287	39	175	03272015	1545	0	996	0	
25288	21	348	07282015	1351	0	0	1	
25289	26	438	07312015	0740	0	0	600	
25290	27	25	02102015	1015	0	995	95	
25291	34	351	10252015	1924	0	996	0	
25292	39	1063	12162015	1715	0	996	0	
25293	51	648	12152015	1925	0	996	0	
25294	2	51	10272015	0945	0	996	0	
25295	13	1050	10242015	1718	0	996	0	
25296	21	310	07062015	0123	0	996	0	
25297	24	325	09232015	2030	1	996	0	
25298	47	176	04022015	2313	1	996	0	
25299	6	562	03232015	2202	0	100	1	
25300	6	1952	12122015	2115	1	998	.	
25301	22	352	07102015	2230	1	244	1	
25302	38	6	01272015	1405	1	996	0	
25303	42	156	03042015	2252	0	997	997	
25304	51	108	01162015	2058	0	274	1	
25305	28	107	03282015	0913	0	996	0	
25306	36	860	11142015	0314	1	995	95	
25307	6	1569	08232015	1225	0	.	.	
25308	12	2542	08012015	1457	1	98	998	
25309	39	799	10142015	1730	0	996	0	
25310	45	474	07192015	1940	0	0	0	
25311	22	199	05172015	2306	0	124	.	
25312	12	329	01022015	1327	0	996	0	
25313	23	69	07282015	1413	1	996	0	
25314	37	336	04162015	1708	0	996	0	
25315	37	225	02232015	1308	0	.	.	
25316	21	591	11142015	1328	0	0	1	
25317	42	1073	11152015	1445	0	0	1	
25318	1	197	04252015	2038	0	88	1	
25319	29	665	11052015	1630	0	996	0	
25320	51	413	08212015	2155	0	996	0	
25321	36	301	05302015	2333	0	270	407	
25322	32	200	08012015	0032	1	0	401	
25323	45	853	12062015	1812	0	39	348	
25324	29	628	10252015	1902	0	996	0	
25325	22	634	12312015	0630	0	0	0	
25326	34	47	02222015	1430	0	0	1	
25327	51	310	07042015	1250	0	996	0	
25328	8	452	11062015	0620	1	996	0	
25329	12	1731	09062015	2115	0	996	0	
25330	13	925	09212015	1507	0	996	0	
25331	26	231	05222015	0930	0	0	1	
25332	36	950	10252015	2334	1	130	189	
25333	4	543	08022015	0957	1	996	0	
25334	26	279	06082015	2057	0	997	95	
25335	26	312	06222015	2050	1	0	402	
25336	6	109	01232015	0424	0	0	401	
25337	51	469	09192015	1635	0	996	0	
25338	42	629	08152015	2138	1	217	1	
25339	6	2342	08302015	0125	0	0	0	
25340	26	705	09232015	2012	0	996	0	
25341	19	133	07202015	2320	0	0	695	
25342	45	667	10122015	0650	0	996	0	
25343	8	289	08032015	1401	0	0	1	
25344	37	724	08022015	0114	1	170	0	
25345	6	561	03242015	1032	0	996	0	
25346	21	13	01082015	0523	0	996	605	
25347	36	362	06172015	2306	0	996	0	
25348	48	453	03072015	1903	0	996	0	
25349	36	998	12052015	1813	0	995	95	
25350	45	731	08272015	2220	0	41	605	
25351	6	1330	08072015	0206	0	0	401	
25352	21	46	01292015	1156	0	0	1	
25353	53	434	11032015	1849	0	996	0	
25354	36	460	07012015	1742	0	0	1	
25355	1	753	11112015	1816	0	0	1	
25356	17	133	04142015	2146	0	0	1	
25357	36	1000	12232015	1430	0	995	95	
25358	53	363	09162015	2339	1	0	695	
25359	6	570	03242015	1820	0	.	.	
25360	8	444	08312015	2257	1	0	1	
25361	39	703	08302015	2151	0	198	304	
25362	1	544	09142015	1838	0	0	605	
25363	12	2465	12092015	1855	0	996	0	
25364	21	562	10132015	0350	0	258	1	
25365	1	509	09132015	0349	1	0	0	
25366	12	2346	12062015	2023	0	999	0	
25367	29	448	07162015	2331	0	0	0	
25368	32	166	07102015	1224	1	996	0	
25369	33	49	07312015	1546	0	0	1	
25370	45	841	10082015	0358	1	0	605	
25371	6	1000	05072015	0009	0	.	.	
25372	13	822	08252015	0802	0	996	0	
25373	21	218	05022015	1443	0	996	.	
25374	29	474	08082015	0025	1	186	1	
25375	35	134	07092015	0509	0	996	0	
25376	36	318	05112015	1650	0	996	0	
25377	42	230	04182015	0252	0	997	997	
25378	4	673	11032015	1050	1	996	0	
25379	26	355	07032015	2102	0	996	0	
25380	12	823	01082015	1651	0	995	95	
25381	12	1831	09082015	2115	0	996	95	
25382	39	441	06132015	0023	0	996	0	
25383	48	2914	12052015	0008	0	0	1	
25384	6	1103	07012015	2110	1	996	0	
25385	1	302	06162015	0210	0	67	1	
25386	42	110	01032015	0813	1	996	0	
25387	48	1212	06052015	1948	1	20	1	
25388	51	86	02242015	0844	0	0	402	
25389	53	300	08222015	1623	0	996	0	
25390	28	54	02152015	1721	0	996	0	
25391	54	189	10022015	0400	0	996	0	
25392	6	2119	11102015	2133	0	996	0	
25393	32	72	04252015	0014	0	146	1	
25394	32	131	04282015	1651	0	0	995	
25395	56	98	09072015	0330	0	210	0	
25396	42	810	09072015	0322	0	0	998	
25397	17	110	03212015	1315	0	0	996	
25398	24	205	08082015	1649	0	996	0	
25399	6	2149	11232015	0815	0	.	.	
25400	6	1350	07242015	1916	0	0	695	
25401	12	18	01032015	2235	0	0	1	
25402	21	114	03152015	0256	0	72	1	
25403	37	589	07162015	1932	0	996	0	
25404	47	286	05132015	2217	0	87	1	
25405	8	466	11192015	0152	0	89	1	
25406	41	180	07122015	1957	0	243	0	
25407	6	2698	03062015	2156	0	996	0	
25408	8	361	09192015	1840	0	996	0	
25409	28	418	09282015	0605	0	996	0	
25410	48	2465	10112015	1758	0	996	0	
25411	55	78	03162015	1933	0	996	0	
25412	12	1747	09142015	0004	0	190	695	
25413	17	183	04232015	0438	1	110	1	
25414	17	502	07232015	0059	0	996	0	
25415	22	338	07172015	0840	0	.	997	
25416	32	38	03272015	0750	1	996	0	
25417	1	77	02232015	1843	0	0	0	
25418	35	59	04112015	2120	0	996	0	
25419	48	784	04112015	0102	0	.	.	
25420	12	540	03132015	1220	0	996	0	
25421	13	136	02112015	1350	0	996	0	
25422	4	507	08072015	2006	1	996	0	
25423	6	1142	07072015	1930	0	996	0	
25424	8	344	09062015	1645	1	996	0	
25425	29	410	07302015	0510	0	0	304	
25426	6	34	01102015	2302	0	0	401	
25427	48	1091	05092015	1607	1	0	603	
25428	40	344	08222015	2129	0	0	1	
25429	48	1379	06192015	1220	1	183	603	
25430	8	204	06142015	2053	0	148	1	
25431	45	580	09052015	2010	0	.	.	
25432	48	1225	06062015	2304	0	195	0	
25433	49	13	02052015	1947	0	0	417	
25434	6	2036	10272015	0222	1	330	.	
25435	12	1894	10072015	0807	0	0	600	
25436	37	1027	10292015	0715	0	160	0	
25437	12	46	01112015	2323	0	0	1	
25438	17	270	05022015	0004	0	996	0	
25439	17	492	08072015	1353	0	4	999	
25440	42	168	01282015	2038	0	996	0	
25441	8	228	06062015	1454	0	996	0	
25442	36	299	05052015	0529	0	995	95	
25443	37	474	05312015	1740	1	0	0	
25444	48	3096	12302015	1932	1	996	0	
25445	45	847	10302015	0110	0	178	95	
25446	47	144	02202015	1133	0	0	996	
25447	6	1316	06242015	1750	0	996	0	
25448	6	2803	01142015	0755	0	996	0	
25449	29	204	04262015	2208	0	0	0	
25450	6	2294	12082015	1108	0	.	.	
25451	13	826	08272015	1540	0	996	0	
25452	21	596	11182015	1423	1	0	.	
25453	27	34	03022015	1618	0	996	0	
25454	47	158	03162015	1631	0	105	996	
25455	6	2706	08222015	0513	0	996	0	
25456	39	446	07062015	1820	1	160	996	
25457	47	362	06142015	1610	0	996	0	
25458	34	215	07212015	1707	0	194	1	
25459	35	181	09202015	0118	0	260	1	
25460	1	287	06012015	0710	0	0	1	
25461	45	374	06212015	1940	1	30	1	
25462	6	787	04142015	2110	1	996	0	
25463	25	178	11212015	2305	1	150	600	
25464	29	603	10142015	1505	1	0	401	
25465	37	915	09132015	1301	0	18	0	
25466	1	238	05032015	1655	1	0	996	
25467	6	1567	10062015	2030	0	996	0	
25468	36	36	01182015	1132	1	0	600	
25469	5	404	10312015	2239	1	153	695	
25470	13	662	07082015	2111	0	30	996	
25471	19	15	01262015	1054	0	996	0	
25472	26	562	08122015	1311	0	996	0	
25473	39	874	08262015	0031	0	996	0	
25474	55	451	10182015	1215	0	996	0	
25475	6	1793	07192015	0202	0	996	0	
25476	40	496	11212015	1200	0	996	0	
25477	42	15	01162015	1435	0	996	0	
25478	51	215	05102015	1433	0	88	1	
25479	55	67	03142015	0220	0	157	1	
25480	20	263	10052015	1915	1	996	0	
25481	47	461	07272015	1330	0	0	605	
25482	2	32	07252015	0416	0	155	1	
25483	18	782	12302015	1854	0	30	998	
25484	30	101	08082015	9999	1	77	1	
25485	6	1535	07122015	1619	0	.	.	
25486	18	738	12112015	0832	1	0	1	
25487	53	359	09132015	0447	1	0	417	
25488	6	2708	10052015	0040	0	80	.	
25489	40	315	06142015	1218	0	0	0	
25490	48	1594	07172015	0031	0	91	603	
25491	4	797	12032015	1807	0	996	0	
25492	6	589	04012015	2355	1	190	1	
25493	16	171	12012015	2305	1	210	605	
25494	12	1429	07302015	1340	0	996	0	
25495	27	110	05082015	1448	0	0	996	
25496	27	354	12072015	1353	1	0	1	
25497	9	229	07022015	2124	0	996	0	
25498	12	1966	08302015	0003	0	996	0	
25499	36	635	07112015	1345	1	0	1	
25500	42	26	01032015	1818	0	996	95	
25501	4	721	10202015	0200	0	140	.	
25502	1	188	04252015	1250	0	0	1	
25503	32	285	12022015	0541	0	996	0	
25504	40	227	05212015	1615	0	996	0	
25505	5	348	09202015	1954	0	0	1	
25506	12	580	03012015	2200	0	995	95	
25507	12	2010	09102015	1720	0	995	95	
25508	17	372	04252015	0545	1	0	1	
25509	29	199	04132015	0927	0	0	0	
25510	36	1048	10292015	2021	0	0	1	
25511	42	292	05062015	0547	0	996	95	
25512	5	473	12212015	0912	0	.	.	
25513	29	74	01262015	1907	0	378	0	
25514	45	831	12062015	0909	0	159	1	
25515	48	2359	10032015	1247	0	18	0	
25516	48	2704	11122015	0637	0	996	0	
25517	6	401	03082015	0930	0	996	0	
25518	46	58	08022015	1100	0	996	0	
25519	47	442	07242015	0610	1	0	1	
25520	51	252	03012015	0107	0	996	999	
25521	4	36	01082015	1557	1	996	0	
25522	28	31	02052015	1535	0	996	0	
25523	36	356	06212015	0010	1	191	1	
25524	39	157	03122015	0539	0	0	1	
25525	42	934	10272015	1708	1	0	996	
25526	48	2880	12022015	1915	0	0	.	
25527	1	305	06192015	1609	0	0	1	
25528	30	110	06232015	0845	0	996	0	
25529	37	633	07192015	0044	1	0	0	
25530	48	1349	06232015	1412	0	996	0	
25531	23	97	09272015	1406	1	996	0	
25532	36	816	11012015	0740	0	995	95	
25533	45	401	06122015	1610	0	996	0	
25534	27	93	04262015	1558	0	0	1	
25535	1	771	12022015	0800	0	0	1	
25536	6	99	01222015	0216	0	184	600	
25537	48	1638	07222015	1755	0	996	0	
25538	55	332	11022015	1908	0	0	0	
25539	19	253	11292015	2058	0	0	1	
25540	24	147	05012015	0118	0	995	95	
25541	29	163	04162015	0820	0	996	0	
25542	51	89	03052015	1359	0	996	0	
25543	6	587	01232015	0730	0	996	0	
25544	6	2088	12112015	2210	0	0	1	
25545	21	196	05122015	1730	0	0	605	
25546	37	293	04242015	2220	1	0	0	
25547	12	494	04012015	0235	0	996	0	
25548	18	297	06072015	0400	1	996	0	
25549	21	596	11182015	1423	1	100	177	
25550	12	1070	05292015	2230	1	995	95	
25551	34	399	12282015	1952	0	996	0	
25552	40	361	09052015	1358	0	996	0	
25553	6	1618	09262015	1335	1	996	0	
25554	37	489	06232015	1839	1	996	0	
25555	39	914	11152015	1410	0	67	1	
25556	12	1377	07182015	2225	0	996	0	
25557	28	268	07052015	1951	0	0	998	
25558	45	171	03292015	0245	1	250	401	
25559	48	767	04182015	1313	0	996	0	
25560	48	2677	11142015	0145	1	996	0	
25561	25	292	01212015	2008	0	0	1	
25562	1	688	12172015	0545	0	996	0	
25563	12	1411	07172015	2140	0	70	0	
25564	18	94	02172015	1738	0	0	1	
25565	4	701	11242015	1835	0	0	.	
25566	6	2475	12172015	1727	0	0	1	
25567	22	229	05102015	2329	1	169	997	
25568	37	918	09062015	0614	0	996	0	
25569	13	273	03222015	0001	0	257	996	
25570	22	552	11142015	1948	1	125	95	
25571	5	97	03222015	1025	0	0	1	
25572	22	604	10172015	1842	0	996	0	
25573	29	58	01282015	0212	1	282	1	
25574	36	617	08302015	1449	1	996	0	
25575	37	838	09042015	1245	1	996	0	
25576	47	635	08282015	2029	1	996	603	
25577	4	26	01272015	0104	1	996	0	
25578	4	521	08172015	0957	0	996	0	
25579	32	100	06142015	0209	1	996	0	
25580	42	178	03122015	0102	1	0	300	
25581	56	50	06142015	1010	0	0	401	
25582	6	1547	08162015	2159	1	80	1	
25583	21	229	05262015	1700	1	.	695	
25584	35	88	05192015	2136	0	996	0	
25585	6	426	03082015	0359	0	191	.	
25586	8	231	04252015	1212	0	0	1	
25587	13	145	02132015	1910	0	996	0	
25588	48	1144	05312015	0517	1	996	0	
25589	12	2738	05242015	1945	1	996	0	
25590	48	174	01132015	2048	1	.	.	
25591	22	393	08232015	1720	1	190	1	
25592	12	2792	11272015	2228	0	996	0	
25593	21	560	10142015	0633	0	996	0	
25594	26	904	11262015	2228	0	0	0	
25595	6	999	05132015	2248	0	0	0	
25596	12	2450	12022015	0043	0	996	0	
25597	30	130	09262015	0030	1	996	0	
25598	39	293	04242015	1846	0	996	0	
25599	6	1286	06242015	0940	1	0	600	
25600	12	1631	08292015	2250	0	996	0	
25601	18	358	07092015	0645	0	0	1	
25602	47	503	08102015	0453	0	0	603	
25603	6	2041	11122015	1900	0	.	.	
25604	47	789	12022015	0826	1	0	0	
25605	8	281	07252015	1459	0	996	0	
25606	17	239	05142015	1443	0	0	1	
25607	20	329	12262015	1635	1	996	0	
25608	18	2	01022015	0508	1	996	0	
25609	21	254	06102015	0844	0	.	.	
25610	29	7	01062015	2245	0	0	0	
25611	54	121	07202015	1724	0	996	0	
25612	20	248	10112015	1045	0	996	0	
25613	22	373	07242015	1232	0	0	1	
25614	37	610	07052015	0206	1	996	0	
25615	37	1169	12212015	1003	1	996	0	
25616	41	248	08202015	1038	0	996	0	
25617	55	317	08292015	1629	0	0	522	
25618	6	2787	09042015	2303	0	.	.	
25619	36	154	04052015	1714	0	190	1	
25620	27	304	10222015	0945	1	0	1	
25621	39	518	06262015	0157	0	100	0	
25622	56	95	08302015	0020	0	999	0	
25623	13	1072	10292015	2130	0	996	0	
25624	32	15	02172015	2058	0	0	300	
25625	39	298	05142015	0106	0	996	0	
25626	42	362	05212015	1150	1	996	0	
25627	55	437	10102015	1037	0	996	0	
25628	6	815	04162015	1214	1	996	0	
25629	48	1611	07232015	0130	1	180	0	
25630	13	367	04152015	2111	0	0	189	
25631	12	414	03242015	1337	0	0	300	
25632	35	126	07122015	0026	1	996	95	
25633	1	522	08312015	1200	0	996	0	
25634	45	315	03192015	0405	1	0	1	
25635	47	529	08052015	1330	0	996	0	
25636	48	610	03312015	1335	1	996	0	
25637	12	4	01012015	1529	0	996	0	
25638	12	1347	05092015	0137	0	996	0	
25639	26	364	07082015	1351	0	997	0	
25640	37	806	08212015	0323	0	996	0	
25641	39	911	10132015	1824	0	996	0	
25642	41	375	05112015	0322	0	171	0	
25643	8	496	12192015	2038	0	0	0	
25644	12	237	02212015	2230	0	0	401	
25645	29	404	07262015	1825	0	0	1	
25646	22	200	05272015	0535	0	996	0	
25647	48	1157	05162015	2312	0	284	1	
25648	6	1910	09152015	1515	0	0	.	
25649	8	464	11152015	2050	0	150	1	
25650	12	555	04092015	1751	0	0	1	
25651	18	513	09092015	2314	0	0	1	
25652	20	112	06042015	2035	1	996	0	
25653	22	192	04102015	0807	0	996	0	
25654	39	194	04122015	1116	0	0	605	
25655	42	448	06142015	2036	0	83	1	
25656	45	61	02032015	1210	0	996	0	
25657	4	3	01032015	1411	0	996	0	
25658	6	662	04042015	2250	0	150	1	
25659	6	1030	05282015	2335	1	0	600	
25660	19	186	09062015	1232	1	996	0	
25661	24	154	05262015	0348	0	996	0	
25662	25	161	03252015	1819	0	995	95	
25663	26	657	10042015	1907	0	0	996	
25664	39	1011	12312015	1823	0	0	1	
25665	45	44	01252015	1945	0	0	1	
25666	54	181	09142015	1341	0	996	0	
25667	4	302	05232015	0649	1	259	0	
25668	12	758	01182015	1500	1	996	0	
25669	18	398	07272015	1438	0	0	1	
25670	34	71	03242015	2147	0	996	0	
25671	6	121	01242015	1820	0	.	.	
25672	6	1506	06152015	2052	0	.	.	
25673	5	237	07112015	1740	0	996	0	
25674	12	2137	11052015	1745	0	995	.	
25675	22	654	12182015	2146	0	197	1	
25676	26	414	07242015	2157	0	90	997	
25677	47	336	06112015	1304	0	0	996	
25678	48	1322	06122015	2145	1	996	0	
25679	19	80	04122015	0501	1	177	295	
25680	21	543	10262015	1251	0	0	.	
25681	28	484	11012015	0500	0	996	0	
25682	18	241	05232015	2344	0	310	998	
25683	8	218	06282015	1203	0	996	0	
25684	13	1042	10222015	0722	0	996	0	
25685	26	13	01202015	1330	0	0	151	
25686	39	176	03312015	0827	0	996	0	
25687	39	357	06052015	2315	0	0	996	
25688	6	152	01292015	0940	1	.	.	
25689	12	421	03062015	0105	0	190	402	
25690	34	432	11202015	1811	0	996	0	
25691	42	596	07172015	1440	0	34	189	
25692	48	448	03062015	1725	0	0	997	
25693	6	2507	09052015	0215	0	996	0	
25694	40	537	12202015	1726	0	0	0	
25695	48	762	04162015	1645	1	996	0	
25696	12	1136	06182015	1430	0	0	300	
25697	17	542	08162015	0553	1	262	1	
25698	39	84	02212015	1431	1	0	1	
25699	48	1715	07262015	1603	0	0	337	
25700	49	139	06272015	1815	0	0	395	
25701	18	162	03142015	1127	0	996	0	
25702	19	17	02022015	2102	0	996	0	
25703	47	758	11122015	1945	0	280	300	
25704	13	75	01242015	0215	0	0	603	
25705	51	81	03022015	1650	0	0	1	
25706	17	508	06272015	1613	0	28	1	
25707	26	641	09282015	1630	1	997	997	
25708	48	835	04182015	1959	0	160	1	
25709	17	774	11112015	1853	0	996	0	
25710	40	266	07032015	1524	1	0	0	
25711	42	489	07262015	1941	0	996	0	
25712	13	808	08222015	2156	0	183	1	
25713	18	650	10302015	2155	0	996	0	
25714	6	2432	10232015	1520	0	.	.	
25715	17	607	08012015	1249	0	0	95	
25716	13	193	03012015	0717	0	0	0	
25717	22	87	02262015	1803	0	0	997	
25718	42	72	02152015	0220	1	996	0	
25719	47	268	03122015	2141	1	996	0	
25720	5	254	07202015	1405	0	996	0	
25721	12	350	02162015	0924	0	0	1	
25722	19	5	01052015	1558	1	996	0	
25723	21	223	05272015	1254	0	.	.	
25724	51	710	12272015	0333	0	996	0	
25725	32	273	11202015	0642	0	0	1	
